

イチフジキング,サクラローレル,トウショウピカイチ
イチムジン,ブラックタイド,キープイットリアル
イチヤマロッキー,カーム,ナカサトカップ
イッキュウテーラー,ベーカバド(FR),ピール
イツジョ,スマートファルコン,オウハ
イッシンドウタイ,スズカマンボ,ラストヒット
イッセイイチダイ,ヴァーミリアン,ホッカイチンフォア
イッセイフウビ,メイショウボーラー,ホクトジョーオー
イッセキニチョウ,エイシンワシントン(USA),ハツネスキップラヴ
イッチョウ,ローレルゲレイロ,アビリティック
イッツガナハプン,ケイムホーム(USA),フラウアントゥーム
イッツパーフェクト,Frankel(GB),パーフェクトトリビュート(GB)
イッツマイシャウト,ワイルドラッシュ(USA),マジックシアター
イッツマイタイム,ワイルドラッシュ(USA),エイブルインレース
イッツマイターン,ジョーカプチーノ,イシュトリルトン
イットウセイ,コンデュイット(IRE),タイグビジンソウ
イットーオジョウ,ウインラディウス,イットービコー
イッポンギ,スマートボーイ,ロケットスタート(USA)
イツモシアワセ,ドリームジャーニー,プレゼンスウーマン
イデアオブクィーン,キングカメハメハ,エムオーフィーバー
イデアシュリュー,フォーティナイナーズサン(USA),パルティシオン
イデアドーター,ルーラーシップ,マスイデア
イデアブルーム,ナカヤマフェスタ,アスクレピアス
イディナローク,シニスターミニスター(USA),グレースエポナ
イディル,ローエングリン,ウォーニングムスメ
イデソヨヒトヲ,ヴァーミリアン,マチカネエンムスビ(IRE)
イトシキヒビ,ルールオブロー(USA),トサノデピュティ
イトシヤヒナヒメ,ヒルノダムール,プリティスター
イナクティーレ,フリオーソ,シャープブロー
イナズマアリオーン,カネヒキリ,トーワフォーチュン
イナズマデーア,アサクサデンエン(GB),コウエイベラドンナ
イナズママンボ,スズカマンボ,ケイエスホノカ
イナセナ(USA),Indygo Shiner(USA),Coatue(USA)
イナムラ,カネヒキリ,メジロベネット
イナロア,ロードカナロア,シンプリーラヴリー(CAN)
イナンナ,スマートファルコン,バトルラヴ
イナーシャ,ハードスパン(USA),ケイアイバラード
イナーセレニティ,トーセンブライト,トーセンセレニティ
イニシエーター,ゴールドアリュール,メジロシーゴー
イネディットタイド,ブラックタイド,クルタナ
イノセント,アドマイヤムーン,ビーナスライン
イノセントラヴ,タイキシャトル(USA),サワノプリマベーラ
イノセントワールド,ロージズインメイ(USA),キシュウマドンナ
イノデギャルソン,フリオーソ,パレスメダーリア
イノデザイヤ,ダノンシャンティ,ミスアイーカメ
イノデライト,フレンチデピュティ(USA),ウインクルアーリー
イノバティブ,ディープブリランテ,ケイティーズミスト(USA)
イノレンジャー,ブラックホーク(GB),アドマイヤファイン
イフリート,ダイワメジャー,スウィートハース(USA)
イベリア,ディープインパクト,アドマイヤアモーレ
イベリス,ロードカナロア,セレブラール
イペルラーニオ,ディープインパクト,コスモチェーロ(AUS)
イマジンザット,ディープインパクト,シャンラン(IRE)
イマジンジョン,ロージズインメイ(USA),スマイリングルーラ
イマジンピース,シンボリクリスエス(USA),アナザーガール
イマヒトタビノ,スマートファルコン,オリエンタルサンシャイン(USA)
イマリシークイン,ナカヤマフェスタ,ニシノフレイア
イムノス,ディープインパクト,グレースランド
イモータル,マンハッタンカフェ,ショアー(GER)
イラプション,エンパイアメーカー(USA),コントローリング(USA)
イランカラプテ,アドマイヤマックス,エムズガール
イリア,ロージズインメイ(USA),リュウシンノア
イリオン,ロージズインメイ(USA),アフロディシアス
イリスファルコン,ダイワメジャー,ナナヨーティアラ
イリスマカニ,フォーティナイナーズサン(USA),リュウノエンジェル
イリマレイ,タイキシャトル(USA),ラピーナラピド
イリュージョニスト,パイロ(USA),キャンベルイモン
イリューム,シンボリクリスエス(USA),モンクール
イルヴェントデーア,エイシンフラッシュ,デヴェロッペ
イルヴェントドーロ,ディープインパクト,エーシンメンフィス
イルティモーネ,ドリームジャーニー,クロチェーラ(USA)
イルファルコ,スマートファルコン,ミスアリバイ(USA)
イルフォーコン,ナカヤマフェスタ,ギブミーアチャンス
イルミオクオーレ,シンボリクリスエス(USA),シーズグレイス
イルミナーレ,ハーツクライ,キアロディルーナ(USA)
イルルーメ,エイシンフラッシュ,フランチェスカ
イルーシヴグレイス,ディープインパクト,イルーシヴウェーヴ(IRE)
イルーシヴゴールド,ステイゴールド,プンタステラ(IRE)
イレイション,ディープスカイ,フェリシタス(GB)
イレイズザスレート(USA),Data Link(USA),Elocution(USA)
イロハ,ヴィクトワールピサ,ノーブルストーン(AUS)
イロリ,サムライハート,キマグレ
イワクラギンガ,マイネルラヴ(USA),スバルマドンナ
イワヌガハナ,ファルブラヴ(IRE),マッチオブジュエル
イワミノキセキ,ファスリエフ(USA),ドーパミン
インヴィクタ,ハービンジャー(GB),ラスティングソング
インヴィジブル,アドマイヤムーン,ニューチャプター２(USA)
インヴィジブルワン,ディープインパクト,ワールドリープレジャー(USA)
インウィスパーズ,ディープインパクト,サムワントゥラブ
インヴェンター,キングズベスト(USA),ニューアイデア(IRE)
インカローズ,ディープスカイ,ベッロカリーノ
インカンテーション,シニスターミニスター(USA),オリジナルスピン(IRE)
インコントロ,タニノギムレット,カタズオノンデ
インコンパラブル,スウェプトオーヴァーボード(USA),サルサドゥーラ
インサイドアウト,タイムパラドックス,ベルソング
インサイドザパーク,タイムパラドックス,マチカネホシシロキ
インザサイレンス,リキアイサイレンス,カーリービッド
インザネイビー,スズカマンボ,チャームカーニバル
インザハイエスト,エイシンフラッシュ,ハイエストホワイト
インザバブル,キンシャサノキセキ(AUS),バブリームード
インシグニスブルー,マーベラスサンデー,ポルタトーリ
インジャスティス,ファルブラヴ(IRE),リトミックダンス
インシュラー,マンハッタンカフェ,アイルドフランス(USA)
インスタイル,マヤノトップガン,スノースタイル
インスティンクト,マンハッタンカフェ,レッドマシェリ
インストアイベント,スペシャルウィーク,ソロリサイタル(USA)
インスピレーション,ハーツクライ,サラトガヴィーナス
インソムニア,エンパイアメーカー(USA),レストレス(USA)
インターステラー,ジャイアントレッカー(USA),トップジョリー
インターセクション,Street Cry(IRE),ヴァインストリート(IRE)
インターセプター,ダイワメジャー,マンティスハント
インタープリンス,フリオーソ,キスミープリーズ
インターライオット,アドマイヤジャパン,ハクバノイデンシ
インターラブリー,パーソナルラッシュ(USA),インマイラヴ
インターンシップ,ディープインパクト,カーニバルソング
インツォリア,スマートファルコン,アンソニカ(USA)
インデアンレコード,スタチューオブリバティ(USA),タシロスプリング
インティ,ケイムホーム(USA),キティ
インディアンサマー,パイロ(USA),インオンザゴシップ(USA)
インディウム,パイロ(USA),セブンバイセブン
インディゴブルー,ロードカナロア,ブルーダイアモンド
インディチャンプ,ステイゴールド,ウィルパワー
インディーズゲーム(USA),Indian Charlie(USA),Bellini Sunrise(USA)
インディーズルアー,フレンチデピュティ(USA),インディスユニゾン
インテグラル,メイショウサムソン,ダリーニア(IRE)
インテグリティー,アドマイヤムーン,クリミナルコード
インテンスハート,アグネスデジタル(USA),ライトハート
インテンスヒート,カネヒキリ,テンビーエース
イントゥザターフ,ディープインパクト,スズカエンジェル
イントゥゾーン,スウェプトオーヴァーボード(USA),エイブルインレース
イントゥレジェンド,マヤノトップガン,チャームアスリープ
インナーパワー,パーソナルラッシュ(USA),モエレサンタマリア
インナーブル,ワイルドラッシュ(USA),マチカネアズサユミ
インノチェンテ,ローズキングダム,ヤマトナデシコ２(USA)
インノータイム,オルフェーヴル,アイアムルビー(USA)
インパクトレディー,デュランダル,グラスファッション
インバッティービレ,フリオーソ,アサヒステファニー
インハーフェイバー,ワークフォース(GB),シーズインクルーデッド(USA)
インビジブルレイズ,ハーツクライ,クレバースプリント
インフィニティ,カジノドライヴ(USA),オペラハナミ
インフォーマー,タイムパラドックス,カネショウベガ
インフルエンサー,ゼンノエルシド(IRE),ヒシアリエル
インブルーム,シンボリクリスエス(USA),タケショウナデシコ
インプレスウィナー,フサイチコンコルド,ケリーズビューティ
インプレスシチー,ネオユニヴァース,マイティーダンサー(GER)
インフレーション,タニノギムレット,ミラクルフェイマス
インプロヴァイズ,ウォーエンブレム(USA),カデンツァ
インベストウッド,パイロ(USA),ペニーレーン
インペリアルフィズ,ジャングルポケット,マンハッタンフィズ
インペリオアスール,エンパイアメーカー(USA),アビ(GB)
インペリオーソ,ヴァーミリアン,エーシンブランディ
インヘリットデール,ルーラーシップ,フサイチエアデール
インヘリットライン,ヴァーミリアン,ペニーレーン
インボルク,ステイゴールド,スプリングシーズン２(GB)
インマイヒーロー(IRE),Excellent Art(GB),Gentle Night(GB)
インワンブレス,ダイワメジャー,クラクエンレディー
イーガーアフェクト,プリサイスエンド(USA),クールアンフルール
イーグルアモン,イーグルカフェ(USA),ミスアモン
イーグルカザン,イーグルカフェ(USA),ユウジンカザン
イーグルバイオ,シンボリクリスエス(USA),ケイパブルバイオ
イーグルパス,サマーバード(USA),サンクス
イーグルバローズ(USA),ヘニーヒューズ(USA),Minny's Niece(USA)
イーグルフェザー,ネオユニヴァース,アーリーアメリカン
イーサンコヒバリ,シンボリクリスエス(USA),メダイユドール
イーサンセキトバ,アッミラーレ,ラッフィナータ
イーサンヘイロー,ゴールドヘイロー,ロングビクトリア
イージーマネー,クロフネ(USA),ディフィカルト(USA)
イージーライド,ブラックタイド,グレイスサンセット
イースターパレード,ゴールドアリュール,インディパレード(USA)
イーストイン,ファスリエフ(USA),イゾラトウショウ
イーストオブザサン,キングカメハメハ,タックスシェルター
イーストクー,マツリダゴッホ,オカノハーモニー
イーストスパークル,トワイニング(USA),ヤマトナデシコ２(USA)
イーストホープ,クロフネ(USA),オーバルカット
イーゼル,ディープスカイ,フォーティカラーズ
イーデンホール,ゴールドアリュール,シーリーコート
イーハトーボ,アドマイヤムーン,ルヴァンクレール(IRE)
イーリン,カネヒキリ,スニーカー
