

テイエムアンムート,パイロ(USA),フィフスアベニュー
テイエムイキオイ,タイキシャトル(USA),ファインセイコー
テイエムイチズオー,メイショウボーラー,テイエムオーシャン
テイエムイナズマ,ブラックタイド,クラスター(USA)
テイエムインプレス,ハーツクライ,エリモインプレス
テイエムウルトラ,トーセンホマレボシ,クリンゲルベルガー
テイエムオオアマミ,ニューイングランド,テイエムクレナイ
テイエムオジャッタ,グラスワンダー(USA),テイエムオペレッタ
テイエムオスカー,ニューイングランド,テイエムシーズン
テイエムオペラドン,テイエムオペラオー,テイエムオーシャン
テイエムオーラコ,アドマイヤオーラ,サクラフォルトゥナ
テイエムオールマル,トワイニング(USA),クレバーダンス
テイエムカナロア,ロードカナロア,オーラオブザムーン(USA)
テイエムカンベエ,ワイルドラッシュ(USA),アブソリューション
テイエムギフテッド,ネオユニヴァース,エリモインプレス
テイエムキュウコー,テイエムオペラオー,テイエムクリスタル
テイエムグッドマン,アグネスデジタル(USA),ケンチャメワン
テイエムゲッタドン,テイエムオペラオー,テイエムジャンヌ
テイエムコンドル,テイエムオペラオー,テイエムヨカオゴ
テイエムサンピラー,クロフネ(USA),ピュアブラウン(CAN)
テイエムシシオー,サウスヴィグラス(USA),スズカブルーム
テイエムシシーポス,テイエムオペラオー,テイエムピンキー
テイエムシャンパン,スウェプトオーヴァーボード(USA),キヘイタウン(USA)
テイエムシュート,ルーラーシップ,チェルシーガール
テイエムジョウネツ,ステイゴールド,モーニングタイド(USA)
テイエムジンソク,クロフネ(USA),マイディスカバリー
テイエムスイング,タイキシャトル(USA),エジプシャン
テイエムスグレモン,ディープブリランテ,フォレストゾーン(USA)
テイエムゼッケイ,アグネスデジタル(USA),ゴールドルージュ
テイエムソッキュウ,ブラックタイド,テイエムハナフブキ
テイエムソレイユ,ヘニーヒューズ(USA),ペイデュソレイユ
テイエムダイアラシ,シニスターミニスター(USA),コーラルチャイムズ
テイエムダイバリキ,ロージズインメイ(USA),メイクミーシャイン
テイエムタイホー,ニューイングランド,マンダリンママ(USA)
テイエムタネガシマ,ブラックタイド,テイエムビックイ
テイエムダンシング,ダンスインザダーク,ティファイファイ
テイエムタービン,ハービンジャー(GB),キャタラクト(USA)
テイエムチェロキー,トランセンド,ヒシエリート
テイエムチカラ,サウスヴィグラス(USA),ユーワパンドラ
テイエムチャメワン,スウェプトオーヴァーボード(USA),ケンチャメワン
テイエムチャレンジ,ニューイングランド,テイエムマイサクラ
テイエムチューハイ,ブラックタイド,テイエムヒスイ
テイエムディラン,ブラックタイド,フミノオリヒメ
テイエムテツジン,マヤノトップガン,チリビリビン
テイエムトッピモン,マーベラスサンデー,テイエムピンキー
テイエムトラネコ,バゴ(FR),ジェニュラビーン
テイエムナナイロ,ゴールドアリュール,レディアモーレ
テイエムハエオゴ,ブラックタイド,テイエムフラッシュ
テイエムハシッド,スウェプトオーヴァーボード(USA),テイエムアツヒメ
テイエムハナマル,バゴ(FR),トロピカルフラワー
テイエムハマッタ,オレハマッテルゼ,フミノナイナー
テイエムハヤブサ,ブラックタイド,メモリーズオブロニー(USA)
テイエムヒッタマゲ,テイエムオペラオー,テイエムクレナイ
テイエムヒットンダ,サムライハート,テイエムビックイ
テイエムヒーロー,アルデバラン２(USA),シロキタガデス
テイエムファンドル,ヤマニンセラフィム,テイエムマイサクラ
テイエムブギウギ,アイルハヴアナザー(USA),シタール(USA)
テイエムフタエマル,サムライハート,マイネフューチャー
テイエムフリーオー,フリオーソ,ショウナンカグラ
テイエムブルグッコ,ヨハネスブルグ(USA),ウィキッドロジー(USA)
テイエムベアッコ,サムライハート,テイエムピンキー
テイエムヘニーズ,ヘニーヒューズ(USA),エムヴォワール
テイエムホマレボシ,トーセンホマレボシ,スケッチーヴュー
テイエムボンバー,メイショウボーラー,テイエムクラウン
テイエムマケンゲナ,テイエムオペラオー,フィフスアベニュー
テイエムマホー,フォーティナイナーズサン(USA),エンジェルステージ
テイエムマンカイ,マンハッタンカフェ,デック(USA)
テイエムミズホゴー,テイエムオペラオー,マイディスカバリー
テイエムミナンカゼ,テイエムオペラオー,ファストパス
テイエムモモタロー,ブラックタイド,ピンクシューズ(IRE)
テイエムユキヒョウ,トランセンド,スノーアード
テイエムヨハネス,ヨハネスブルグ(USA),スクエアアウェイ
テイエムリボー,スペシャルウィーク,メロディペリオット
テイエムロッソ,モンテロッソ(GB),タカトモアップ(USA)
テイエムワンダフル,ディープスカイ,フミノオリヒメ
ティエルナ,フィガロ(USA),セレソローサ
ディエルベ,ローエングリン,ミスティックリバー
ティエンラン,リーチザクラウン,ニシノキュベレー
ディオスコリダー,カネヒキリ,エリモトゥデイ
ディオミーオ,アイルハヴアナザー(USA),フライングメリッサ
ティカル,ヘニーヒューズ(USA),マヤノマヤ
テイクアクション,スズカマンボ,スイートローラ(USA)
ディグアップセンス,ストリートセンス(USA),アタラマ(IRE)
ディクタム,メイショウサムソン,マストビーラヴド
テイクツル,オレハマッテルゼ,ケイエスホノカ
テイクディエース,ケイムホーム(USA),ローズギャラリー
テイクディスワルツ,トビーズコーナー(USA),ウェイクアンドテイク(USA)
テイクトゥモロー,アルデバラン２(USA),レガシーエンプレス
ディグニファイド,ネオユニヴァース,ファストフレンド
テイクファイア,サウスヴィグラス(USA),テイクザケイク
テイクマイチャンス,タニノギムレット,テイクマイアイズ
テイクユアハート,ヨハネスブルグ(USA),フェスティバル
テイケイカトレヤ,サムライハート,マガリーダー
テイケイドルチェ,ゼンノロブロイ,サブラタ
テイケイネクサス,フォーティナイナーズサン(USA),ヒダカナデシコ
テイケイパステル,タニノギムレット,タイセイガイア
テイケイユピテル,マツリダゴッホ,タイキティアラ
テイケイラグーン,モンテロッソ(GB),コウユーネガイ
テイケイラフイン,キンシャサノキセキ(AUS),ファビラスタイム
テイケイレーヴ,ワークフォース(GB),ラプーマ(USA)
ティゴダンサー,スズカマンボ,ミシシッピーミス(USA)
ディサイファ,ディープインパクト,ミズナ(USA)
ディサーニング,Street Cry(IRE),タクトフリー(IRE)
ディジョン,キングズベスト(USA),フレンチアウル(GB)
デイジーカーニバル,ヘニーヒューズ(USA),ヘイハニー
デイジーブリランテ,ディープブリランテ,イケトップクイーン
デイジーフローラ,キングカメハメハ,ブラボーデイジー
デイジーベル,ネオユニヴァース,ベルスリーブ
デイズ,スマートファルコン,ピンクアリエス
ディスカバー,ゼンノロブロイ,スペシャルポケット
ディスクメディア,ミリオンディスク,ソングフォーミー(USA)
ディスコナイト,ゴールドアリュール,ディスコホール
ディスタンクシオン,ジョーカプチーノ,カサブランカレイナ(USA)
ディストワセブン,ヴァーミリアン,ヒシアニマ(IRE)
ディストワリリー,サマーバード(USA),エブリシング
ディストワルビー,ベーカバド(FR),スカイホークアイ
ディスパーション,ダイワメジャー,プリンセスカット
ディスピュート,ドリームジャーニー,ミラクルキャンデー
ディスフルーテ,マヤノトップガン,チアズディライト
ディセントファミリ,エイシンフラッシュ,メイショウガザニア
ティソーナ,ダイワメジャー,ラドラーダ
ディターミネイト,サウスヴィグラス(USA),フライトステージ
ディッタースドルフ,ローエングリン,フレンチアイドル
ティトローネ,ベーカバド(FR),フェアリーナカヤマ
ティナカヌメ,タニノギムレット,チャームウィーク
ディナミック,パイロ(USA),フェリサティー
ディナミーデン,ゴールドアリュール,レイナワルツ
ディバインコード,マツリダゴッホ,ツーデイズノーチス
ディバインブリーズ,ルーラーシップ,スズカモンスーン
ディバインブレス,キャプテントゥーレ,プリリンモンロー
ディフィーノ,フィガロ(USA),グリンタ
ティフォージ,サイレントディール,サッカータイカン
ディプロイディ,タイキシャトル(USA),ヴィトンクイーン
ディプロマシー,ゼンノロブロイ,ディプロマティスト
ディベルティード,アドマイヤムーン,アナスコール(USA)
ティボリゲール,サンライズペガサス,ティボリサンライズ
ティムシェル,ハービンジャー(GB),ノットユアビジネス
ディメンシオン,ディープインパクト,ミスペンバリー(IRE)
ティモシーブルー,シンボリクリスエス(USA),トゥルーゴールド
ディモンド,クロフネ(USA),ダイシンモード
ディライトクライ,ハーツクライ,ベルベットローブ(USA)
ディライトフル,フジキセキ,ラスティックフレイム(IRE)
ディライトプロミス(USA),Lemon Drop Kid(USA),テディーズプロミス(USA)
ディライトラッシュ,パーソナルラッシュ(USA),チャランダ
ティランジア,ハードスパン(USA),コムフレイ(USA)
ディランディラン,サクラプレジデント,ラブディラン
ディランフィールド,ディープブリランテ,マザーウェル
ティラール,ファスリエフ(USA),アラマサスナイパー
ディリゲント,サムライハート,ウェルカムキャット
テイルインジエアー,ジャングルポケット,エアミジェーン
ティルヴィング,ディープインパクト,ストゥデンテッサ(ARG)
ティルナノーグ,ディープインパクト,バイコースタル(USA)
テイルバック,キンシャサノキセキ(AUS),トロピカルスイーツ
テイルピース,ディープブリランテ,クルタナ
ディレットーレ,ステイゴールド,アークティックミスト(USA)
ディロス,ステイゴールド,ラトーナ
ティンウッドマン,キンシャサノキセキ(AUS),パイアン
ティンガティンガ,クロフネ(USA),アジアンプリンセス(USA)
ティンカーベル,サムライハート,ナムラテンダーネス
ティンダロス,ノボジャック(USA),エンゼルホープ
ディンドン,ヴィクトワールピサ,シャンテクレール(GB)
ティーアイアーチ,ブラックタイド,フラワーアーチ(IRE)
ティーアウリイ,ルーラーシップ,マイディアソング
ディーヴォ,ローエングリン,ベストマテリアル
ディーエスアクシス,クロフネ(USA),ムーランルージュ
ディーエスアレーナ,クロフネ(USA),アドマイヤアモーレ
ディーエスアーバン,トビーズコーナー(USA),ギミーヘブン
ティーエスクライ,ハーツクライ,レイナワルツ
ディーエスコマンド,シニスターミニスター(USA),トップコメット
ディーエスソアラー,スターリングローズ,ビオンディーナ
ティーエスネオ,ネオユニヴァース,レイナワルツ
ディーエスノワール,シンボリクリスエス(USA),レッドデセーオ
ディーエスノーブル,ロージズインメイ(USA),ツクバノーブル
ディーエスバズーカ,ドリームジャーニー,グラマトフィラム
ティーエスバラ,ダイワメジャー,バラシング
ディーエスパースン,スマートボーイ,キタノオハナ
ディーエスファッド,キングヘイロー,エルゼフィ(GB)
ディーエスファニー,スズカマンボ,アイチェックユー(USA)
ティーエスフォルソ,ベーカバド(FR),シャムロッククリーク(USA)
ティーエスブラック,クロフネ(USA),ビートローズ
ティーエスプレッソ,ゴールドアリュール,ナムラメロディー
ディーエスマンボ,スズカマンボ,テンシノナミダ
ディーエスラッパー,スズカマンボ,スズカララバイ
ディーエスリベラル,サウスヴィグラス(USA),リバティーベル
ディーエスレイダー,スズカマンボ,ワンモアフリート
ディーエスレヴュー,ブライアンズタイム(USA),スマッシングレヴュー(USA)
ティーカラット,エイシンフラッシュ,メジロクロユリ
ティーガー,ビッグサンデー,インディゴラヴ
ティーク,ファルブラヴ(IRE),ペニーレーン
ディーグランデ,ディープインパクト,エルメスティアラ
ティーグローリー,ゼンノロブロイ,ナムラクニヒメ
ティーケーグラス,グラスワンダー(USA),ティーケーニケ
ティーコア,スマートファルコン,ナムラメロディー
ティーサムライ,ダノンシャンティ,ゴーファイトウィン
ディーズアマーレ,タートルボウル(IRE),ポントマイコ
ティーズアムール,ディープブリランテ,ミシガンガール(USA)
ディーズアーベント,ナカヤマフェスタ,キタノオハナ
ディーズエフォート,ヘニーヒューズ(USA),テンシノダンス
ティーズクラッチ,アッミラーレ,ベルアミイ
ティーズノーブル,プリサイスエンド(USA),フォレストキティ(USA)
ディーズパヒューム,スズカマンボ,プリモタイム
ディーズパーチェス,ヴィクトワールピサ,バイブレイションズ
ティーズハーバー,リーチザクラウン,バントウショウ
ティーズビーチ,カネヒキリ,ハタノメドゥーサ
ディーズファクター,スズカマンボ,ザデイ
ディーズフェイク,マンハッタンカフェ,ファイトソング
ティーズフェリス,エイシンアポロン(USA),マイネフォクシー
ティーズブラッド,タイキシャトル(USA),アイルゴーバック
ディーズプラネット,クロフネ(USA),ザデイ
ディーズフリッカー,ハービンジャー(GB),ウェザーヘルム
ディーズプリモ,シニスターミニスター(USA),プリモタイム
ディーズフリーダム,タイキシャトル(USA),ワイルドサヴァンナ
ディーズヘヴン,アポロキングダム(USA),メイキングザヘヴン
ディーズボーラー,メイショウボーラー,ワルツ
ディーズメヌエット,オレハマッテルゼ,メヌエットシチー
ティーズロワール,エスポワールシチー,トスカーナ
ティースワロ,サンライズペガサス,トシザユカ
ディーセントワーク,シンボリクリスエス(USA),ワーキングウーマン
ティーティクイーン,スズカフェニックス,デンジャラスゲーム
ティーデュエル,ロードアルティマ(USA),トシザユカ
ティーハウス,キンシャサノキセキ(AUS),ブレッシング
ティーパフォーマー,スパイキュール,ナムラメロディー
ディーパワンサ,ディープブリランテ,ポロンナルワ
ティーハーフ,ストーミングホーム(GB),ビールジャント(GB)
ディープアドラーレ,エンパイアメーカー(USA),ディープデザイア
ディープインラヴ,ディープインパクト,ラヴアンドバブルズ(USA)
ディープウェーブ,ディープインパクト,ラリーズン(USA)
ディープウォーリア,ディープインパクト,アマノチェリーラン
ディープエクシード,ディープインパクト,オールアイキャンセイイズワウ(USA)
ディープエクセル,ディープインパクト,エリモエクセル
ディープオーパス(USA),Exchange Rate(USA),Lemonlime(USA)
ディープサミット,カジノドライヴ(USA),ルナーコロナ
ディープシャイン,ディープインパクト,サビアーレ(USA)
ディープジュエリー,ディープインパクト,ジュエルオブザナイト(USA)
ディープスピリッツ,ディープインパクト,クラッシーシャーロット(USA)
ディープダイバー,ブラックタイド,シアージュ(USA)
ディープチル,ディープスカイ,チリースタート(IRE)
ディープフォレスト,ディープインパクト,チェリーフォレスト
ディープフォンテン,ディープスカイ,ケイアイリュージン
ディープベイ,ディープインパクト,ボーントゥブーギー(GER)
ディープミタカ,ディープスカイ,アンジェラスキッス(USA)
ティープラズマ,エンパイアメーカー(USA),マウンテンミステリー(CAN)
ティーブラッサム,ハービンジャー(GB),ダノニー
ディーブラッド,ディープインパクト,グローリーブラッド(USA)
ティーポイズン,キングカメハメハ,ホシノメガミ
ティーメロー,ディープスカイ,ディープスマイル(GB)
ティーリアル,ディープスカイ,ツクシヒメ
ディーリゴー,ステイゴールド,ケープジャスミン
ディーリング,フリオーソ,ミスホーチミン
ティーレイ,アメリカンボス(USA),ベルモントアダマス
テオゲネス,ストロングリターン,シルクプレアデス
テオドルス,マツリダゴッホ,デオ
テオドール,ハービンジャー(GB),アンブロワーズ
デカタロウ,イーグルカフェ(USA),オリオンザレモン
デカルコマニー,ローズキングダム,ハルカ
テキサスハート,ヴァーミリアン,バーグドール
テキスタイルアート,ロージズインメイ(USA),リバティープリント
テギル,ヴィクトワールピサ,バイザスポーツ(USA)
デグニティクローズ,ファスリエフ(USA),ドレスコード
テクノスプリング,アドマイヤムーン,エイプリルスカイズ(GB)
テクノマインド,アドマイヤムーン,シーズババズディライト(USA)
デクレアラー,ダイワメジャー,アスドゥクール
テゲテゲ,アドマイヤジャパン,ビービーレイラ
デゴイチ,プリサイスエンド(USA),ブルーハピネス
デコラス,タートルボウル(IRE),ルミナスハッピー
デコラティブ,マンハッタンカフェ,トピアリー
デサフィアンテ,キングカメハメハ,アヴェンチュラ
デザートカレー,クロフネ(USA),デザートレジーナ
デザートサンドラ,ゴールドアリュール,レジュイール
デザートストーム,ストーミングホーム(GB),レディオブパーシャ
デザートスネーク,ブラックタイド,ジョイアサーティン
デザートトリップ,スマートファルコン,プラセンティア
デザートナイト,アドマイヤムーン,アバヤ(USA)
デジタルキャット,アグネスデジタル(USA),コスモハイクラス
デジタルフラッシュ,アグネスデジタル(USA),マチカネベニツバキ
デジャブ,バゴ(FR),ヤサカシーズン
デスティニーソング,メイショウボーラー,マルカデスティニー
デスティニーレイ,ショウナンカンプ,マルカデスティニー
デスティネイション,ストリートセンス(USA),ライフストーリー(USA)
デスティーノトップ,Corinthian(USA),ランフォーイット(USA)
テストマッチ,キングカメハメハ,アレキサンドリア
デストリーライズ,カネヒキリ,スイートマカロン(USA)
デスドロップ,キンシャサノキセキ(AUS),ミスキ(USA)
デスペルタル,フィガロ(USA),フェアリーライド
デスヨネ,クロフネ(USA),ウインプラチナム
テセラグッドノーズ,サウスヴィグラス(USA),ミエレ(USA)
テソーロ,ダイワメジャー,ベルワトリング(CHI)
テゾーロミノル,アサクサキングス,ピエナアマゾン
デックテープ,ゼンノロブロイ,ウェルカムフラワー
テッサロニキ,シニスターミニスター(USA),シャンハイハピネス
デッドポイント,ケイムホーム(USA),ソルティレージュ
テップシー,ヴァーミリアン,フックライン(GB)
テッペントッタル,マヤノトップガン,ホシノテンビー
デッラサルーテ,シンボリクリスエス(USA),バクシンカーリー
テツワンイナキチ,ワイルドラッシュ(USA),スイートローレライ(USA)
デトネイション,サウスヴィグラス(USA),カラーガード
テトラクォーク,ノヴェリスト(IRE),フェルミオン
テトラドラクマ,ルーラーシップ,リビングプルーフ
テトラルキア,ハーツクライ,マリアロワイヤル(IRE)
デトロイトクイーン,タヤスツヨシ,マルマツキセキ
デトロイトスター,アッミラーレ,マルマツフィーバー
デナリ,マンハッタンカフェ,ランフォザドリーム
デナリテソーロ,キンシャサノキセキ(AUS),レディーエリオット(GB)
デニストン,プリサイスエンド(USA),ブルーポラリス
デニムアンドルビー,ディープインパクト,ベネンシアドール
デニール,アドマイヤオーラ,ラベルフィーユ
テネイシャス,キングカメハメハ,ヒカルアマランサス
テネイシャスパール,カフェオリンポス(USA),メイソヴリン
テネレッツァ,キャプテントゥーレ,サイマルタシュ
デバンス,クリストワイニング(USA),タンポポプリンセス
デピュティスカイ,フレンチデピュティ(USA),アースマリン
デピュティプライム,フレンチデピュティ(USA),ジャドール
デビュースマルト,ファルブラヴ(IRE),デビュートウショウ
デピュートアゲン,フレンチデピュティ(USA),エキサイトアゲン(USA)
デビルオブスピーチ,タイキシャトル(USA),グッドトーク(USA)
デビルズハーツ,ハーツクライ,セルリアンブルー
デビルズヘアカット,シンボリクリスエス(USA),スペシャルワールド
デファーンドル,ネオユニヴァース,マーモリー(IRE)
デフィ,タートルボウル(IRE),ゴールドフェスタ(USA)
デフィニール,ブラックタイド,ローレルデフィー
デフィノワール,トーセンブライト,シャトーノワール
デブリン(USA),Congrats(USA),Hatta Flower(USA)
テムジン,ディープインパクト,アグネスミネルバ
デメテルヘイロー,キングヘイロー,ヤマノテンジン
デモニオ,ネオユニヴァース,シーザバッドガール(USA)
デュアルウィールド,アイルハヴアナザー(USA),ソーゴル(IRE)
デュアルスウォード,デュランダル,デュアルストーリー
デュアルデライト,プリサイスエンド(USA),ビクトリークエスト
デュアルフレイム,フレンチデピュティ(USA),ブローザキャンドル
デュアルマンデート,ダイワメジャー,ヒシシルバーメイド(USA)
デュアルメジャー,ダイワメジャー,デュアルストーリー
デュエットカラー,ナカヤマフェスタ,スターデュエット(USA)
デュッセルドルフ,ノヴェリスト(IRE),ガラディナー
デュナトス,サウスヴィグラス(USA),ダンスカーニバル
デュナミス,ストリートセンス(USA),チェルビム
デュパルクカズマ,エンパイアメーカー(USA),フェザーレイ
デュラブルシャーム,ゴールドアリュール,ギネビアケイ(USA)
デューイハミテージ,ディープスカイ,オナーザミント
デュークトレジャー,ロードアルティマ(USA),ソルトレイクスター
デュース,ゴールドアリュール,ライヴ(USA)
デューズワイルズ,カジノドライヴ(USA),ジューンアナガリス
デライトメッセージ,マルカシェンク,ウィンメッセージ
テラザジーニアス,タイムパラドックス,テラザイザベラ
テラザトゥインクル,スウェプトオーヴァーボード(USA),テルミークィーン
テラザトゥモロー,トランセンド,エトワールステージ
テラザドゥルキス,アンライバルド,シークレットダイヤ
テラザフィーリア,サムライハート,エトワールステージ
テラザホット,オンファイア,エトワールステージ
テラザマッハ,アドマイヤムーン,ゴールデンポケット
テラノヴァ,ヴィクトワールピサ,エアトゥーレ
テラノココロ,シンボリクリスエス(USA),プルーフオブラヴ
テラフォーマー,キングズベスト(USA),アースソング
デランブル,シンボリクリスエス(USA),ロージーチャーム
デリスモア,ワークフォース(GB),アルティマトゥーレ
デリツィエ,フリオーソ,レオコマチ
デリッツァリモーネ,キングカメハメハ,ドルチェリモーネ
テリトーリアル,Teofilo(IRE),コンサヴァトワー(USA)
テリングブロウ,Teofilo(IRE),ウェイヴランナー(GB)
デルヴォー,フサイチコンコルド,ブラストスイフト
デルエデン,ノヴェリスト(IRE),エスカナール
デルカイザー,キングカメハメハ,シェリール
テルキーネス,ノヴェリスト(IRE),レディベローナ
デルグレネ,ヴァーミリアン,レディストレイツ(IRE)
テルス,ハーツクライ,タッソーニー
テルタイザン,アッミラーレ,マチカネホホエミ
デルタバローズ(USA),Into Mischief(USA),Sweet Seventeen(USA)
デルニエオール,ステイゴールド,オリエンタルアート
デルニエリアリテ,ゼンノロブロイ,トキオリアリティー(USA)
テルノマイヒメ,ベーカバド(FR),カネサゼファー
テルプシコレ,タートルボウル(IRE),ラフォルトゥナ
テルペリオン,フリオーソ,エルベレス
デルマアツヒメ,トワイニング(USA),エイプリルヒロイン
デルマアブサン,ローエングリン,テクニカルラン
デルマアマギゴエ,コンデュイット(IRE),マルカアイチャン
デルマアマレット,アッミラーレ,ローズデュルワ
デルマイヨマンテ,キャプテントゥーレ,マダムブランシェ
デルマウオッカ,ローエングリン,アクロスザライト
デルマウーゾ,タートルボウル(IRE),カラフルトーク
デルマオイチ,ドリームジャーニー,ソヨカゼ２(FR)
デルマオウショウ,ダイワメジャー,マンデーデライト
デルマオカル,ミリオンディスク,アドマイヤラップ
デルマオギン,ハービンジャー(GB),センターステージ
デルマオチョウ,メイショウサムソン,スプリングアマイン
デルマオテモヤン,アサクサキングス,カザリムスビ
デルマオフクロサン,ホワイトマズル(GB),アルデュール
デルマカシャーサ,カジノドライヴ(USA),オメガロンド
デルマカゼタチヌ,ミリオンディスク,ローザロッサ
デルマカミカゼ,ストロングリターン,デルマアマノジャク
デルマガラシャ,ミリオンディスク,フレンドリービューティ(USA)
デルマカルヴァドス,サムライハート,ワイメア
デルマキセキ(USA),Scat Daddy(USA),Tashawak(IRE)
デルマキミコイシ,スウィフトカレント,デルマポッペア
デルマキミノナハ,ミリオンディスク,デルマユリア
デルマキュラソー,カジノドライヴ(USA),マルデデルマ
デルマキール,ヴィクトワールピサ,デルマポッペア
デルマグラッパ,スクリーンヒーロー,ユークロニア
デルマクラノスケ,ブラックタイド,アジアンビューティ
デルマケサゴゼン,ローエングリン,ヤマノケントップ
デルマコイシグレ,カジノドライヴ(USA),グランス
デルマコウモン,アドマイヤオーラ,シゲルヨリツキ
デルマゴシンゾサン,トワイニング(USA),ローザロッサ
デルマサイドカー,ネオユニヴァース,カンタオーラ
デルマサダヤッコ,タイキシャトル(USA),ファビュラスセンス
デルマサリーチャン,ホワイトマズル(GB),ローザロッサ
デルマサンダユウ,フレンチデピュティ(USA),レイナクーバ
デルマシェリー,ストロングリターン,デルマユリア
デルマジャイアン,Giant's Causeway(USA),マウントコブラ(USA)
デルマシャンパン,ヴァーミリアン,ランウェイスナップ
デルマジュロウジン,サムライハート,デルマステファニー
デルマスコッチ,ヴィクトワールピサ,マイワイルドローズ(USA)
デルマスバル,ローエングリン,アドマイヤラップ
デルマスピリタス,ノヴェリスト(IRE),デルマドゥルガー
デルマダイキリ,ワークフォース(GB),デルマプロティナ
デルマタスケ,スウィフトカレント,テンシノウタ
デルマタッシャデナ,サムライハート,ワイメア
デルマチャチャ,サムライハート,サバクノバラ
デルマチョウスケ,トワイニング(USA),アドマイヤラップ
デルマテキーラ,ブラックタイド,ティルトウイング
デルマネグローニ,エイシンフラッシュ,デルマノママナノダ
デルマネネ,ダイワメジャー,アクセラレイション(FR)
