

ハシノフウジン,モルフェデスペクタ(USA),モルフェメイト
パシフィックロード,トビーズコーナー(USA),ペルルフィーヌ
パシュパティナート,ヴィクトワールピサ,カトマンドゥ(FR)
ハシルキセキ,プリサイスエンド(USA),リターンケープ
ハシルセンセイ,キッケンクリス(USA),コウヨウヒロイン
バシルーラ,ヴァーミリアン,スズカシャンティー
バシレウスライオン,キンシャサノキセキ(AUS),バシマー(IRE)
ハシレウマザンマイ,カジノドライヴ(USA),ブローザキャンドル
パシージョ,ブラックタイド,フォトジェニック
パスアンフューチャ,タイムパラドックス,ロージーズシスター(USA)
パスイ,カネヒキリ,レディルナ
バスカヴィル(USA),Bernardini(USA),Divalarious(USA)
バスクインザサン,ハーツクライ,ミルシャイナー
バスタータイプ,ホワイトマズル(GB),グローバルソング
パスティエーラ,キングカメハメハ,パストフォリア
パスティス,ハーツクライ,ハヤランダ(FR)
バスデイプレゼント,ファスリエフ(USA),サルトリーガール
パステラリア,エンパイアメーカー(USA),レディパステル
パストゥレイユ,ダノンシャンティ,カドリーユ
パストマスターズ,ルーラーシップ,マッキーロイヤル
パストラル,マツリダゴッホ,アンローランサン
パズドリーム,ドリームジャーニー,シュガークラフト
パスファインダー,ディープインパクト,ディスカバリングビューティー(USA)
パスポート,パイロ(USA),ベルグチケット
パズルリンクス,ヨハネスブルグ(USA),ポラリス
バズーカ,スニッツェル(AUS),ギュイエンヌ
ハセノパイロ,パイロ(USA),タイキアヴェニュー
ハゼル,ダイワメジャー,カネスベネフィット
ハダシノオウサマ,アサクサキングス,マイネフェニーチェ
ハタノオヌール,サウスヴィグラス(USA),ハタノガイア
ハタノガナール,ハーツクライ,クラスター(USA)
ハタノキセキ,カネヒキリ,ハタノメドゥーサ
ハタノコンフリクト,シンボリクリスエス(USA),ハタノファベルジェ
ハタノサンドリヨン,ヨハネスブルグ(USA),ハタノメドゥーサ
ハタノダムール,ヒルノダムール,シアトルハッピー
ハタノディアマンテ,エンパイアメーカー(USA),ハタノボニート(USA)
ハタノテネーブル,ハーツクライ,ハタノファベルジェ
ハタノデフィ,ブラックタイド,ハローソーソー(IRE)
ハタノリヴィール,フレンチデピュティ(USA),ヴィヴィッドエンジェル(USA)
ハタノレジーナ,アイルハヴアナザー(USA),ハタノガイア
バタラ,ダノンシャンティ,フォーマルアプローバル(USA)
ハチキンブイパワー,キンシャサノキセキ(AUS),クロススピード
ハチジョウガンザン,トランセンド,アイズビューティー
パチパチパチ,サマーバード(USA),レイクミード
パチャマル,アドマイヤジャパン,パルステージ
パチュリー,キンシャサノキセキ(AUS),スーリア
バッカルコーン,ゼンノロブロイ,オリヒメチャーム
パツキン,メイショウボーラー,リプルマーク
パッキーノ,ファルブラヴ(IRE),シャイニングスルー
バックインスタイル,カネヒキリ,エシュクアルバー(USA)
バックドアルート,ステイゴールド,ウィキッドリーパーフェクト(USA)
バックナンバー,ロージズインメイ(USA),ペレブラッサム
バックファイヤー,ダイワメジャー,アーマイン(USA)
バックラッシュ,キングヘイロー,ホクセーメジャー
バッケンシェール,ワークフォース(GB),フェイムドグレイス
ハッシュタグ,クロフネ(USA),サンデースマイル２(GB)
ハッシュレート,エイシンフラッシュ,ロビングショット
パッショネイトラン,ヴァーミリアン,アサティスジョオー
パッショノン,ロージズインメイ(USA),ブライトンビコー
パッション,アフリート(CAN),フェルメールブルー
パッションチカ,ナカヤマフェスタ,コルチカ(GB)
パッシングブリーズ,クロフネ(USA),ブローザキャンドル
パッシングポイント,メイショウボーラー,ハートアイリス
ハッスルカフェ,バゴ(FR),ホットファッション
ハッスルバッスル,ネオユニヴァース,ミネルバサウンド
ハッスルボーイ,グラスワンダー(USA),ティーケーキセキ
パッセ,パイロ(USA),パドブレ
バッターカネムラ,ミスキャスト,ハリスンマリー
ハッチャンハッピー,ゴールドヘイロー,アールデコ
ハッツオフ,メイショウボーラー,リリカルヴァース
バッテリーパーク,ブレイクランアウト(USA),アンペア
バットオールソー,ストロングリターン,ブロンドヒロイン
パットサイテ,アッミラーレ,ルリイロノチキュウ(USA)
ハットプレイ(USA),ハットトリック,Soleil Lady(USA)
ハットラブ,ワークフォース(GB),ミルルーテウス
ハットワンスター,スクリーンヒーロー,リュクス
パッパカ,サマーバード(USA),キャラメルチャン
パッパーレ,ジャイアントレッカー(USA),スズカセレナード
パッピンス,メイショウボーラー,キシュウプリンセス
ハッピーアップ,トワイニング(USA),ペニーアップ(USA)
ハッピーアロー,キングヘイロー,テンビーエース
ハッピーオーキッド,ルーラーシップ,ハッピーラン
ハッピーカリソン,ベーカバド(FR),ゴッドインチーフ
ハッピーカンパニー,カンパニー,ハッピーチケット
ハッピーギフト,アサクサキングス,オトヒメ
ハッピークリスマス,ダイワメジャー,マッキーアイドル
ハッピーグリン,ローエングリン,レディセラヴィ
ハッピーサンディー,カジノドライヴ(USA),ガンアンドローズ
ハッピーサークル,キンシャサノキセキ(AUS),ハナマル
ハッピースティーヴ,キャプテンスティーヴ(USA),カノヤアカツキ
ハッピースプリント,アッミラーレ,マーゴーン(USA)
ハッピーチアフル,ゼンノロブロイ,アグネスチーアフル
ハッピーチャージ,アサクサデンエン(GB),ナナヨーハッピー
ハッピーデイズ,サムライハート,オレンジジャスミン(IRE)
ハッピーテーラー,アッミラーレ,シェアザハート
ハッピードータア,オウケンブルースリ,ホマレエイカン
ハッピードール,ゴールドアリュール,ビッグクロワッサン
ハッピーナッツ,トランセンド,リリーオブザバリー
ハッピーパウダー,クロフネ(USA),ルミナスハッピー
ハッピーハッピー,シニスターミニスター(USA),ホッコーユニバース
ハッピーハナコサン,シビルウォー,ハシルモーガン
ハッピーハロウィン,ヴァーミリアン,ハロウィンパレード
ハッピーパーティー,クロフネ(USA),ハッピーディレンマ
ハッピーフィート,ジャングルポケット,グローバルフィート
ハッピーフライト,アイルハヴアナザー(USA),エスフライト
ハッピープリティー,トワイニング(USA),リトルブレッシング
ハッピーブーケ,プリサイスエンド(USA),ウインアズライト
ハッピーポイント,カジノドライヴ(USA),マッチポイント
ハッピーポケット,ジャングルポケット,レナンセラ(USA)
ハッピーマイロード,エアジハード,ハッピードロップ
ハッピーマテリアル,アイルハヴアナザー(USA),オーディエンス
ハッピームーン,アドマイヤムーン,オンワードミシェル
ハッピーメモリアル,エスポワールシチー,スタミナスピード
ハッピーメモリーズ,アルカセット(USA),フローラルジュノー
ハッピーモーメント,ディープインパクト,アドマイヤハッピー
ハッピーユニバンス,ジャングルポケット,アドマイヤセラヴィ
ハッピーランラン,ワークフォース(GB),ハッピーラン
ハッピーリフレイン,ナカヤマフェスタ,リヴァリーン
ハッピーリーベ,マイネルラヴ(USA),ナムラトレジョリ
ハッピールミエール,スウェプトオーヴァーボード(USA),ハッピーオーシャン
バッファゴー,ディープブリランテ,サンフラワーガール
パッポーネ,ハーツクライ,パッションローズ
ハツラツニッコウ,リーチザクラウン,インラヴ(GB)
ハテ,ソングオブウインド,シティオブライト
バティスティーニ,キングカメハメハ,バプティスタ
パテティーク,アドマイヤマックス,コスモパルムドール(USA)
ハドウホウ,ゴールドヘイロー,ニシオマジョリック
ハドソンホーネット,ロージズインメイ(USA),コパノベンザイテン
パドックキラー,ゴールドアリュール,サクラカンパネラ
ハトホル,モンテロッソ(GB),フローズンムーン
ハトマークエース,パイロ(USA),マンイーター
ハトマーククィーン,スズカマンボ,マンイーター
ハトマークレディ,ヨハネスブルグ(USA),マンイーター
ハトマークワルツ,フレンチデピュティ(USA),マンイーター
パドミニ,セイントアレックス(USA),プリモエナジー
パトリシアロンド,フレンチデピュティ(USA),レッドバラード(USA)
パドルウィール,クロフネ(USA),レストレスハート
バトルオサンナ,キンシャサノキセキ(AUS),ヨウヨウ
バトルオスカー,ダンスインザダーク,メジロテディベア
バトルガニアン,ハーツクライ,ホットレッグス
バトルガラクシア,キングヘイロー,ライジングフラッグ
バトルキャンデー,ショウナンカンプ,バトルペルレ
バトルクウ,ケイムホーム(USA),シリウストウショウ
バトルグランドリイ,ブラックタイド,グランシェール
バトルサンバ,バトルプラン(USA),ルスナイサンバ
バトルスピリッツ,Sea The Stars(IRE),ボールルーム(IRE)
バトルセキトバ,コンデュイット(IRE),ミスエアクラフト(USA)
バトルチャンプ,バトルプラン(USA),ハリウッドナニー
バトルデゼル,ダノンシャンティ,メイショウアゲハ
バトルハクオウ,マンハッタンカフェ,ピースヴィクトリア
バトルハヤチメ,パイロ(USA),ヴェニーズワルツ
バトルハヤバセ,キングズベスト(USA),バアゼルローズ
バトルハルトマン,メイショウボーラー,ノルブリンカ
バトルピッピ,バトルプラン(USA),バトルパンタナール
バトルフォンテ,ブラックタイド,サンデープレゼント
バトルフガクオウ,シンボリクリスエス(USA),バトルサクヤビメ
バトルマイスター(USA),Bodemeister(USA),Elusive Horizon(USA)
バトルミンクス,バトルプラン(USA),スズカミンクス
バトルラインダンス,アサクサキングス,ガレリアトウショウ
バトルランチャ,デュランダル,カネツフラップ
バトルロックハート,ハーツクライ,バトルスマイル
バトルローア,バトルプラン(USA),マイネローレライ
ハドロサウルス,コンデュイット(IRE),ソニックバード(USA)
バトードラムール,ヨハネスブルグ(USA),ミスサイベリア(USA)
ハナエミ,メイショウボーラー,ハナカゲ
ハナオウギ(USA),Super Saver,インターリム(IRE)
ハナザカリ,ルーラーシップ,チャームウィーク
ハナジロー,ディープスカイ,アスール
ハナズウェポン,オレハマッテルゼ,プラセール
ハナズシャウト,ハーツクライ,マヤノメイビー
ハナズチューリップ,オレハマッテルゼ,デライトスライト
ハナズバカラ,カジノドライヴ(USA),ハナズジャンプ
ハナズプルメリア,キングカメハメハ,スイートフルーレ(USA)
ハナズレジェンド,ハーツクライ,ムーンライトゼファー(AUS)
ハナゾムカシノ,ナカヤマフェスタ,パレストウショウ
ハナソメイ,タートルボウル(IRE),エポキシ
バナナボーイ,サムライハート,カネショウバナナ
バナナボート,タイムパラドックス,ツクバオトメ
バナナムーチョ,キンシャサノキセキ(AUS),クリムゾンクローバ
ハナノキセキ,ミリオンディスク,ラブハミング
ハナノコマキ,フリオーソ,ハナノゴジュウマル
ハナノパレード,ゴールドヘイロー,カミノヤマレンジャ
ハナノバンジョウ,フォーティナイナーズサン(USA),コロニアルディーバ
ハナノバード,サマーバード(USA),エイプリルバード
ハナビクイーン,パーソナルラッシュ(USA),ヘライギャル
ハナビサンバ,オレハマッテルゼ,キクカエンプレス
ハナブショウ,ヘニーヒューズ(USA),イチノヤジョウ
ハナミン,ジャングルポケット,フィールザファン
ハナモモ,ホワイトマズル(GB),サンデーストーリー
ハナリュウセイ(USA),Cowboy Cal(USA),Deceptive(USA)
ハナレイムーン,ディープインパクト,ハウオリ
ハニエル,ハーツクライ,サリエル
バニスター,パイロ(USA),アポロサティー
ハニハニハーモニー,ディープブリランテ,セブンスハーモニー
バニラキャンティ,アグネスデジタル(USA),エーシンパーティー(USA)
ハニークローシュ,ジャングルポケット,リマンドインパクト
ハニーゴールド,ステイゴールド,ダッシングハニー
ハニーコーン,フリオーソ,ディーズプレスト
ハニージェイド(USA),Harlan's Holiday(USA),Hard Hat(USA)
バニーテール,カネヒキリ,ウィンターコスモス
ハニーフィッツ,ゴールドアリュール,ヒシアイドル
ハニーフェイバー,ヴィクトワールピサ,キッズフェイヴァー
ハニープレッツェル,スニッツェル(AUS),ハニーハント
ハニーブーケ,ベーカバド(FR),ニシノナデシコ
ハニーポット,サウスヴィグラス(USA),マキシムカフェ
ハニームーン,メイショウサムソン,ブライズメイト
ハニーレイ,サムライハート,ミスバレンタイン
ハニーロコガール,ロージズインメイ(USA),サマーロコガール
ハネムーンソング,マツリダゴッホ,シングムーン(USA)
パノラマ,アドマイヤムーン,ティエッチグリーン(USA)
パパドプロス,エスポワールシチー,ママラヴスマンボ
ハバナブラウン,エンパイアメーカー(USA),ドクターマリ
パパラヴズマンボ,スズカマンボ,プリモタイム
パピエ,ショウナンカンプ,オリガミ
ハビトゥス,ファルブラヴ(IRE),スギノキューティー(USA)
ハピネストソング,ニューイングランド,フライトソング
ハピネスヒーロー,アサクサキングス,スズキャンドル
ハピネスメーカー,マツリダゴッホ,ホクトグレイン
ハピリン,アサクサキングス,ギャラントユウリ
パフォーマプロミス,ステイゴールド,アイルビーバウンド
パフォーム,マツリダゴッホ,マイネアルデュール
バプティシア,タートルボウル(IRE),レディハニー
パフュームクラスタ,パイロ(USA),グリッツェルン
パブリックフレンド,マンハッタンカフェ,ケリーズビューティ
パブリノ,ヴィクトワールピサ,トライマイクイン
バブリーバローズ,ステイゴールド,バブリームード
バブルトップ,リンカーン,スタイルオブメロン
バブルパーティー,メイショウボーラー,マルカフルート
パブロ,キンシャサノキセキ(AUS),ゲルニカ(ARG)
パブロフテソーロ,タイキシャトル(USA),ベネディーレ
ハマオリ,タートルボウル(IRE),ヌチバナ
ハマヒルガオ,クロフネ(USA),ミスアンコール
ハミルトン,ダイタクバートラム,トップデラッキ
ハミルトンパーク,ジャングルポケット,フランシール
ハミングパッション,ハーツクライ,ダンシングクイーン
パムッカレ,コンデュイット(IRE),フェイドレス
ハムレット,シンボリクリスエス(USA),フサイチミニヨン
バモス,ヘニーヒューズ(USA),バーラプレッタ
ハヤイガナ,ヨハネスブルグ(USA),レイクミード
ハヤイネペコチャン,ダンスインザダーク,クレバースプリント
ハヤカゼ,デリケートワン,キヨカ
ハヤグリーヴァ,ダンスインザダーク,フサイチヨーコ
ハヤテ,ブラックタイド,アブソリューション
ハヤテジョー,ブラックタイド,トップオブザヒル
ハヤブサカノン,バゴ(FR),ゴートゥザノース
ハヤブサキセキ,サムライハート,クレバークレバー
ハヤブサゲッツ,アドマイヤムーン,イチゴイチエ
ハヤブサザムライ,サウスヴィグラス(USA),フェスティバル
ハヤブサタイザン,マヤノトップガン,ヒロサンシャイン
ハヤブサヒカリ,ファルブラヴ(IRE),ダンスインザムーン
ハヤブサピクシー,ジャングルポケット,ユウサンポリッシュ
ハヤブサプリプリ,キングカメハメハ,プリモウェイ(USA)
ハヤブサプリンス,ミスキャスト,エーシンフォチュナ
ハヤブサマカオー,シニスターミニスター(USA),ハヤブサエミネンス(USA)
ハヤブサライデン,キングヘイロー,プリティーメアー
ハヤブサレジェンド,ヘニーヒューズ(USA),イチゴイチエ
ハヤブサレディゴー,サウスヴィグラス(USA),ダッシングハニー
ハヤマデイズ,ローレルゲレイロ,グラナディラ
バライロコマチ,スターリングローズ,ツルミローズ
パラヴィオン,マツリダゴッホ,クイックメール
パラオラリー,エンパイアメーカー(USA),ペッシュドール
パラゴン,グリーンアプローズ(USA),ミヤウンブランド
パラシオプリンセサ,カリズマティック(USA),ストリートパレード(USA)
パラダイスガーデン(USA),Closing Argument(USA),Forbidden Paradise
パラダイスシップ,クロフネ(USA),パラダイスイズヒア
バラダガール,ハーツクライ,バラダセール(ARG)
パラノキセキ,パラダイスクリーク(USA),グラマーガール
パラノーマル,ステイゴールド,マイネソーサリス
バラブシュカ,ブレイクランアウト(USA),エストレーラ
パラボラ,キングズベスト(USA),ダイアゴネル(IRE)
パラボラッチョ,メイショウボーラー,ノーザンサンライズ
バラモノガタリ,スパイキュール,ニッシンナイナー
バララットゴールド,ワークフォース(GB),フォルクローレ
パラレルユニバース,ネオユニヴァース,エーソングフォー(USA)
パラレルワールド,エスポワールシチー,ケージーホマレ
パラワンエルニド,アッミラーレ,サヴァント(USA)
バランドロ,ストーミングホーム(GB),ベラドーラ２(IRE)
バリアスカラーズ,ヴァーミリアン,ジョーベアトリチェ
ハリウッドクイーン,スペシャルウィーク,エイムアットビップ
バリエンテ,ストロングリターン,プレラット
バリオスサンダー,キングズベスト(USA),ジェノヴァ(IRE)
バリオラージュ,ディープインパクト,ファーストバイオリン(USA)
パリカラノテガミ,ジャングルポケット,シンコウローズ
バリキ,ハーツクライ,カネスベネフィット
ハリケーンバローズ(USA),Uncle Mo(USA),Naughty Mambo(USA)
ハリケーンライヒ,ロッコウオロシ(USA),バービーライヒ
ハリケーンリリー,マイネルセレクト,トウエンクィーン
バリス,ステイゴールド,プラントパラダイス
バリスコア,フリオーソ,シャトーモア
パリスハート,メイショウボーラー,レリックレーヌ
パリテソーロ(USA),Declaration of War(USA),Patricias Prospect
バリバリ,ワイルドラッシュ(USA),パーティミント
パリファッション,フレンチデピュティ(USA),ミークレイチェル
ハリマノワタリドリ,ゴールドアリュール,ジャスミンブリーズ
ハリマホーマ,ブラックタキシード,マルマツキセキ
パリモンマルトル,ローズキングダム,パリサンジェルマン
バリングラ(IRE),Fastnet Rock(AUS),Sweet Dreams Baby(IRE)
パリンジェネシス,タートルボウル(IRE),メジロジョーンズ
バリンジャー,ステイゴールド,バイユーストーム(USA)
ハリー,ヴィクトワールピサ,レイズアンドコール
ハリーバリパーティ,ダイタクリーヴァ,コアレスグレイス
ハリーレガシー,ヴィクトワールピサ,バルドウィナ(FR)
パル,スリリングサンデー,サドバーシッド(IRE)
ハルヲヨブオンナ,サウスヴィグラス(USA),カアチャンコワイ
ハルイチバン,スタチューオブリバティ(USA),ジーエスレインボー
ハルカカナタ,スパイキュール,クイーンオブハルカ
ハルカジェット,スパイキュール,デザートブレーク
ハルカナユメ,ローエングリン,ファミリズム
ハルカナルブルー,アジュディケーティング(USA),アドマイヤディア
ハルカノテソーロ,ハービンジャー(GB),ユキノマーメイド
ハルキスター,ハービンジャー(GB),メジロミドウ
ハルキストン,ロージズインメイ(USA),ベルモントベロニカ
ハルク,ベーカバド(FR),サンデーエイコーン
ハルクシーザー,モルフェデスペクタ(USA),ベルアミイ
パルクデラモール,ディープインパクト,レディシャツィ(PER)
パルクフェルメ,ゼンノロブロイ,ピューリティー(GER)
パルクリール,ダノンシャンティ,コスモクラッベ
ハルクンノテソーロ,ファスリエフ(USA),トウカイベルタ
